caption,tone,platform,audience,hashtags,topic,cta,engagement_label,source,caption_cleaned,tone_id,platform_id,audience_id,engagement_id
motivation life relatable moral inspiration broken emotions true mindsetiskey alone,Casual,Instagram,Gen Z,motivation life relatable moral inspiration broken emotions true mindsetiskey alone aloneman heartbreak people gogetit workhard workforit work wisdom music lifelessons work quotestoliveby quotesaboutlife thoughts rajshamani project,Motivation,Follow for more!,medium,kaggle_instagram,motivation life relatable moral inspiration broken emotions true mindsetiskey alone,0,1,1,2
sangrahiyo agerahiyo relatable relatablepost relatablememe marathi marathimulgi reels reel reelitfeelit,Casual,Instagram,Gen Z,sangrahiyo agerahiyo relatable relatablepost relatablememe marathi marathimulgi reels reel reelitfeelit viral trendingreels trendingreels transition traditional saree sareelove explore explorepage exploremore instagram instagood instadaily foryou foryoupage fyp syblings sister sisterlove sisters,Trends,Follow for more!,medium,kaggle_instagram,sangrahiyo agerahiyo relatable relatablepost relatablememe marathi marathimulgi reels reel reelitfeelit,0,1,1,2
bruce trail worldrecord country park long track cycling camping downhill,Casual,Instagram,Gen Z,bruce trail worldrecord country park long track cycling camping downhill skiing,Sports,Follow for more!,medium,kaggle_instagram,bruce trail worldrecord country park long track cycling camping downhill,0,1,1,2
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Casual,Instagram,Millennials,#SocialMediaBlunder #HighSchoolAwkward,General,Share your thoughts!,low,kaggle_sentiment,accidentally liked crush old photo stalking profile awkward level maximum,0,1,2,1
soul asylum trendingreels audio braveryaward cappella chorus,Casual,Instagram,Gen Z,soul asylum trendingreels audio braveryaward cappella chorus,Motivation,Follow for more!,medium,kaggle_instagram,soul asylum trendingreels audio braveryaward cappella chorus,0,1,1,2
indiastartups,Casual,Instagram,Gen Z,indiastartups,Motivation,Follow for more!,medium,kaggle_instagram,indiastartups,0,1,1,2
nehru memorial memorial indira gandhi convent hospital hari dev temple,Casual,Instagram,Gen Z,nehru memorial memorial indira gandhi convent hospital hari dev temple,Cinema,Follow for more!,medium,kaggle_instagram,nehru memorial memorial indira gandhi convent hospital hari dev temple,0,1,1,2
Sunday morning pancakes with the kids — messy kitchen happy hearts ❤️🥞,Casual,Facebook,Parents,#FamilyMorning #PancakeSunday #ParentingJoy #WeekendVibes #FamilyTime,General,Share your favourite weekend family tradition below 👇,medium,manual,sunday morning pancakes kids messy kitchen happy hearts,0,0,3,2
sheikh ji sahib raja hussain ahmed sheikh ahmed babu,Casual,Instagram,Gen Z,sheikh ji sahib raja hussain ahmed sheikh ahmed babu,Cinema,Follow for more!,medium,kaggle_instagram,sheikh ji sahib raja hussain ahmed sheikh ahmed babu,0,1,1,2
look magazine double cover ebony magazine vogue style magazine gossip,Casual,Instagram,Gen Z,look magazine double cover ebony magazine vogue style magazine gossip,Fashion,Follow for more!,medium,kaggle_instagram,look magazine double cover ebony magazine vogue style magazine gossip,0,1,1,2
This is what building something looks like 💻,Casual,Twitter,Millennials,#BehindTheScenes #StartupLife #Authentic,Brand Awareness,Retweet,high,image_metadata,building something looks like,0,3,2,0
tabu vidyabalan bipashabasu parineetichopra sonakshisinha sonamkapoor bhumipednekar taapseepannu richachadda humaqureshi,Casual,Instagram,Gen Z,tabu vidyabalan bipashabasu parineetichopra sonakshisinha sonamkapoor bhumipednekar taapseepannu richachadda humaqureshi,Cinema,Follow for more!,medium,kaggle_instagram,tabu vidyabalan bipashabasu parineetichopra sonakshisinha sonamkapoor bhumipednekar taapseepannu richachadda humaqureshi,0,1,1,2
This or that? You decide 👇,Casual,Instagram,Gen Z,#ThisOrThat #Poll #EngagementPost,Engagement,Vote Now,high,image_metadata,decide,0,1,1,0
Tech Titans — Brand Awareness. Duration: 60 Days,Professional,Pinterest,Professionals,,Technology,Learn more!,low,kaggle_ads,tech titans brand awareness duration 60 days,3,2,4,1
apprenticeship,Casual,Instagram,Gen Z,apprenticeship,Education,Follow for more!,medium,kaggle_instagram,apprenticeship,0,1,1,2
cpi narendramodi party bjpkarnataka association india buddhism association hinduism association,Casual,Instagram,Gen Z,cpi narendramodi party bjpkarnataka association india buddhism association hinduism association sanatandharma krishna rao yogiadityanath tejasvisurya modimission modi reddy unk mangalore rss karnataka siddaramaiah dkshivakumar congress rahulgandhi,Society,Follow for more!,medium,kaggle_instagram,cpi narendramodi party bjpkarnataka association india buddhism association hinduism association,0,1,1,2
marocain maroc marocaine casablanca morocco marrakech marocco rabat tanger algerian,Casual,Instagram,Gen Z,marocain maroc marocaine casablanca morocco marrakech marocco rabat tanger algerian fes caftan racing casablanca moroccan sporting clubs marocaines morocco monaco casablanca saadlamjarred nador fashion love ever like magazine,Travel,Follow for more!,medium,kaggle_instagram,marocain maroc marocaine casablanca morocco marrakech marocco rabat tanger algerian,0,1,1,2
holy mantra yoga,Casual,Instagram,Gen Z,holy mantra yoga,Society,Follow for more!,medium,kaggle_instagram,holy mantra yoga,0,1,1,2
Hearth Harmony — Market Expansion. Duration: 30 Days,Professional,Pinterest,Gen Z,,Home,Learn more!,low,kaggle_ads,hearth harmony market expansion duration 30 days,3,2,1,1
Fiber Fashion — Market Expansion. Duration: 15 Days,Professional,Facebook,Gen Z,,Fashion,Learn more!,low,kaggle_ads,fiber fashion market expansion duration 15 days,3,0,1,1
Heal Hub — Brand Awareness. Duration: 30 Days,Professional,Twitter,Professionals,,Health,Learn more!,low,kaggle_ads,heal hub brand awareness duration 30 days,3,3,4,1
beachshoot colabeach colabeach goa lightingsetup sunlight photographytips darkchocolate duskyskin skintone,Casual,Instagram,Gen Z,beachshoot colabeach colabeach goa lightingsetup sunlight photographytips darkchocolate duskyskin skintone,Fashion,Follow for more!,medium,kaggle_instagram,beachshoot colabeach colabeach goa lightingsetup sunlight photographytips darkchocolate duskyskin skintone,0,1,1,2
motivationindia indiainspires indiandreams successinindia indianachievers,Casual,Instagram,Gen Z,motivationindia indiainspires indiandreams successinindia indianachievers,Motivation,Follow for more!,medium,kaggle_instagram,motivationindia indiainspires indiandreams successinindia indianachievers,0,1,1,2
chairman rahulgandhi priyankagandhi gandhi upsc congress upscmotivation secretariat sscmotivation ssc,Casual,Instagram,Gen Z,chairman rahulgandhi priyankagandhi gandhi upsc congress upscmotivation secretariat sscmotivation ssc one muslim holy allah jaishriram news ndtv rss times weekly hindutva times india history obituary jaihind ambedkar,Motivation,Follow for more!,medium,kaggle_instagram,chairman rahulgandhi priyankagandhi gandhi upsc congress upscmotivation secretariat sscmotivation ssc,0,1,1,2
"Sinking in despair, each day darker than the last.",Casual,Facebook,Millennials,#Despair #DarkDays,General,Share your thoughts!,low,kaggle_sentiment,sinking despair day darker last,0,0,2,1
resumehacks resumetips resumebuilding resumeforjobs resume bestresumetips resumeideas cvpoints cv iimresumetips,Casual,Instagram,Gen Z,resumehacks resumetips resumebuilding resumeforjobs resume bestresumetips resumeideas cvpoints cv iimresumetips iimresume,Education,Follow for more!,medium,kaggle_instagram,resumehacks resumetips resumebuilding resumeforjobs resume bestresumetips resumeideas cvpoints cv iimresumetips,0,1,1,2
"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Casual,Twitter,Millennials,#Bitterness #IciclesOfResentment,General,Share your thoughts!,low,kaggle_sentiment,bitterness bitter chill air freezing moments icicles resentment dangle precariously landscape memory,0,3,2,1
anseladams dorothealange robertcapa edwardweston annieleibovitz richardavedon helmutnewton manray alfredstieglitz,Casual,Instagram,Gen Z,anseladams dorothealange robertcapa edwardweston annieleibovitz richardavedon helmutnewton manray alfredstieglitz,Photography,Follow for more!,medium,kaggle_instagram,anseladams dorothealange robertcapa edwardweston annieleibovitz richardavedon helmutnewton manray alfredstieglitz,0,1,1,2
radio comedy,Casual,Instagram,Gen Z,radio comedy,Comedy,Follow for more!,medium,kaggle_instagram,radio comedy,0,1,1,2
creepypasta ghoststories scary fiction scaryshorts eerie gothic realghost paranormal novels,Casual,Instagram,Gen Z,creepypasta ghoststories scary fiction scaryshorts eerie gothic realghost paranormal novels eerie scarybooks buffy horror fiction fictionwriter monster stories ongoing works,Cinema,Follow for more!,medium,kaggle_instagram,creepypasta ghoststories scary fiction scaryshorts eerie gothic realghost paranormal novels,0,1,1,2
"Envy poisons my thoughts, coveting others' success.",Casual,Facebook,Millennials,#Envy #Success,General,Share your thoughts!,low,kaggle_sentiment,envy poisons thoughts coveting others success,0,0,2,1
humor pesca pescaderia cúcuta,Casual,Instagram,Gen Z,humor pesca pescaderia cúcuta,Food,Follow for more!,medium,kaggle_instagram,humor pesca pescaderia cuta,0,1,1,2
retrogaming classicgames oldschoolgames vintagegames arcadegames classicconsoles retrogamers vintagegaming classicgaming,Casual,Instagram,Gen Z,retrogaming classicgames oldschoolgames vintagegames arcadegames classicconsoles retrogamers vintagegaming classicgaming,Gaming,Follow for more!,medium,kaggle_instagram,retrogaming classicgames oldschoolgames vintagegames arcadegames classicconsoles retrogamers vintagegaming classicgaming,0,1,1,2
formerly association soccer club holland hague east,Casual,Instagram,Gen Z,formerly association soccer club holland hague east,Photography,Follow for more!,medium,kaggle_instagram,formerly association soccer club holland hague east,0,1,1,2
Hearth Harmony — Increase Sales. Duration: 45 Days,Professional,Facebook,Professionals,,Home,Learn more!,low,kaggle_ads,hearth harmony increase sales duration 45 days,3,0,4,1
Gourmet Grove — Increase Sales. Duration: 15 Days,Professional,Facebook,Professionals,,Food,Learn more!,low,kaggle_ads,gourmet grove increase sales duration 15 days,3,0,4,1
ji temple dam radha mala devi devi lord krishna,Casual,Instagram,Gen Z,ji temple dam radha mala devi devi lord krishna,Dance,Follow for more!,medium,kaggle_instagram,ji temple dam radha mala devi devi lord krishna,0,1,1,2
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Casual,Twitter,Millennials,#DanceLife #SeniorMoves,General,Share your thoughts!,low,kaggle_sentiment,enrolled dance class seniors moving rhythm life age number dance floor danceclass seniordancer,0,3,2,1
officejokes officememes officememe corporatememes officegoals officehumor corporatehumor standupcomedy standupcomedian standupcomedyz,Casual,Instagram,Gen Z,officejokes officememes officememe corporatememes officegoals officehumor corporatehumor standupcomedy standupcomedian standupcomedyz,Comedy,Follow for more!,medium,kaggle_instagram,officejokes officememes officememe corporatememes officegoals officehumor corporatehumor standupcomedy standupcomedian standupcomedyz,0,1,1,2
birdwatching birdphotography birdlovers birdprotection birdsofprey birdtourism birdsanctuary,Casual,Instagram,Gen Z,birdwatching birdphotography birdlovers birdprotection birdsofprey birdtourism birdsanctuary,Wildlife,Follow for more!,medium,kaggle_instagram,birdwatching birdphotography birdlovers birdprotection birdsofprey birdtourism birdsanctuary,0,1,1,2
natural life cycle age,Casual,Instagram,Gen Z,natural life cycle age,Education,Follow for more!,medium,kaggle_instagram,natural life cycle age,0,1,1,2
kiit kiitians engineering engineer kiitkememes collegelife trendingreels viralmemes cidmemes memedaily,Casual,Instagram,Gen Z,kiit kiitians engineering engineer kiitkememes collegelife trendingreels viralmemes cidmemes memedaily,Education,Follow for more!,medium,kaggle_instagram,kiit kiitians engineering engineer kiitkememes collegelife trendingreels viralmemes cidmemes memedaily,0,1,1,2
Feeling a sense of fear after watching a thriller movie.,Casual,Instagram,Millennials,#Fear #ThrillerMovie,General,Share your thoughts!,low,kaggle_sentiment,feeling sense fear watching thriller movie,0,1,2,1
program staged chamber theatre project bgm today explore muzicpiece,Casual,Instagram,Gen Z,program staged chamber theatre project bgm today explore muzicpiece,Music,Follow for more!,medium,kaggle_instagram,program staged chamber theatre project bgm today explore muzicpiece,0,1,1,2
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",Casual,Twitter,Millennials,#Reflection #ParisianDreams,General,Share your thoughts!,medium,kaggle_sentiment,standing grandeur eiffel tower moment reflect beauty parisian dreams,0,3,2,2
Pixel Pioneers — Brand Awareness. Duration: 45 Days,Professional,Twitter,Millennials,,Technology,Learn more!,low,kaggle_ads,pixel pioneers brand awareness duration 45 days,3,3,2,1
Runway Rebels — Product Launch. Duration: 60 Days,Professional,Facebook,Millennials,,Fashion,Learn more!,low,kaggle_ads,runway rebels product launch duration 60 days,3,0,2,1
Culinary Quest — Brand Awareness. Duration: 45 Days,Professional,Twitter,Professionals,,Food,Learn more!,low,kaggle_ads,culinary quest brand awareness duration 45 days,3,3,4,1
amazon amazonfinds gadgets usa canada amazonmusthaves amazonhome,Casual,Instagram,Gen Z,amazon amazonfinds gadgets usa canada amazonmusthaves amazonhome,Technology,Follow for more!,medium,kaggle_instagram,amazon amazonfinds gadgets usa canada amazonmusthaves amazonhome,0,1,1,2
photograph saree worn osaka,Casual,Instagram,Gen Z,photograph saree worn osaka,Photography,Follow for more!,medium,kaggle_instagram,photograph saree worn osaka,0,1,1,2
viral memes dolly modi funny comedy billgates trend trendingreels trending,Casual,Instagram,Gen Z,viral memes dolly modi funny comedy billgates trend trendingreels trending,Society,Follow for more!,medium,kaggle_instagram,viral memes dolly modi funny comedy billgates trend trendingreels trending,0,1,1,2
canada funny explorepage funnymemes memes,Casual,Instagram,Gen Z,canada funny explorepage funnymemes memes,Education,Follow for more!,medium,kaggle_instagram,canada funny explorepage funnymemes memes,0,1,1,2
man kang primary middle school,Casual,Instagram,Gen Z,man kang primary middle school,Comedy,Follow for more!,medium,kaggle_instagram,man kang primary middle school,0,1,1,2
britishpop adele edsheeran samsmith harrystyles dualipa elliegoulding jessiej lewiscapaldi calvinharris,Casual,Instagram,Gen Z,britishpop adele edsheeran samsmith harrystyles dualipa elliegoulding jessiej lewiscapaldi calvinharris johnnewman,Music,Follow for more!,medium,kaggle_instagram,britishpop adele edsheeran samsmith harrystyles dualipa elliegoulding jessiej lewiscapaldi calvinharris,0,1,1,2
positivevibes positivity staypositive positivemindset positiveenergy goodvibes positivelife bepositive,Casual,Instagram,Gen Z,positivevibes positivity staypositive positivemindset positiveenergy goodvibes positivelife bepositive,Motivation,Follow for more!,medium,kaggle_instagram,positivevibes positivity staypositive positivemindset positiveenergy goodvibes positivelife bepositive,0,1,1,2
indiandesihumor indiansitcoms,Casual,Instagram,Gen Z,indiandesihumor indiansitcoms,Relationships,Follow for more!,medium,kaggle_instagram,indiandesihumor indiansitcoms,0,1,1,2
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Casual,Instagram,Millennials,#Joy #EndlessSmiles,General,Share your thoughts!,medium,kaggle_sentiment,surrounded colors joy canvas painted laughter endless smiles,0,1,2,2
public key cryptocurrency data memory address bits,Casual,Instagram,Gen Z,public key cryptocurrency data memory address bits,Technology,Follow for more!,medium,kaggle_instagram,public key cryptocurrency data memory address bits,0,1,1,2
basic knowledge teachingsuccess web computer,Casual,Instagram,Gen Z,basic knowledge teachingsuccess web computer,Education,Follow for more!,medium,kaggle_instagram,basic knowledge teachingsuccess web computer,0,1,1,2
popicons big sean joe jordan emi beyonce prince cher priest,Casual,Instagram,Gen Z,popicons big sean joe jordan emi beyonce prince cher priest virgin,Music,Follow for more!,medium,kaggle_instagram,popicons big sean joe jordan emi beyonce prince cher priest,0,1,1,2
xbox magazine gamersetup gamer magazine xbox review game beat,Casual,Instagram,Gen Z,xbox magazine gamersetup gamer magazine xbox review game beat,Gaming,Follow for more!,medium,kaggle_instagram,xbox magazine gamersetup gamer magazine xbox review game beat,0,1,1,2
funny memes blog funnymemes lol comedy comedy fun love short,Casual,Instagram,Gen Z,funny memes blog funnymemes lol comedy comedy fun love short comedy like life trend instagram reels instagood new laughing viralshorts viralvideo viralclips comedy tiktok trend insta website,Comedy,Follow for more!,medium,kaggle_instagram,funny memes blog funnymemes lol comedy comedy fun love short,0,1,1,2
interactive reelsinstagram video tv instareels explore youtube trending internet exams,Casual,Instagram,Gen Z,interactive reelsinstagram video tv instareels explore youtube trending internet exams portal forum online puc new relatives kannada jbshashank,Education,Follow for more!,medium,kaggle_instagram,interactive reelsinstagram video tv instareels explore youtube trending internet exams,0,1,1,2
"Emotional storm, a whirlwind of sadness engulfs every thought.",Casual,Instagram,Millennials,#EmotionalStorm #SadnessWhirlwind,General,Share your thoughts!,medium,kaggle_sentiment,emotional storm whirlwind sadness engulfs every thought,0,1,2,2
indianstrongman,Casual,Instagram,Gen Z,indianstrongman,Fitness,Follow for more!,medium,kaggle_instagram,indianstrongman,0,1,1,2
Wellness Waves — Increase Sales. Duration: 45 Days,Professional,Facebook,Millennials,,Health,Learn more!,low,kaggle_ads,wellness waves increase sales duration 45 days,3,0,2,1
girl pairs club women dancers club balletskills,Casual,Instagram,Gen Z,girl pairs club women dancers club balletskills,Dance,Follow for more!,medium,kaggle_instagram,girl pairs club women dancers club balletskills,0,1,1,2
crafts diy small trade tools small service small,Casual,Instagram,Gen Z,crafts diy small trade tools small service small,Crafts,Follow for more!,medium,kaggle_instagram,crafts diy small trade tools small service small,0,1,1,2
Celebrate the season with something special 🎉,Casual,Instagram,Parents,#FestiveSeason #GiftIdeas #HolidayShopping,Seasonal Campaign,Shop the Fest,high,image_metadata,celebrate season something special,0,1,3,0
malinoispuppy maligator belgianmalinois kitty pet puppygram cute kitten baby child,Casual,Instagram,Gen Z,malinoispuppy maligator belgianmalinois kitty pet puppygram cute kitten baby child instapuppy workingdog naughty work dog maligatormom boy,Animals,Follow for more!,medium,kaggle_instagram,malinoispuppy maligator belgianmalinois kitty pet puppygram cute kitten baby child,0,1,1,2
"Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Casual,Facebook,Millennials,#Overwhelmed #DrowningSoul,General,Share your thoughts!,low,kaggle_sentiment,overwhelmed cacophony expectations drowning soul tempest pressure struggling stay afloat,0,0,2,1
desilaughter oldschoolcomedy desicomedyvibes comedydrama desicomedyclub indianhumor,Casual,Instagram,Gen Z,desilaughter oldschoolcomedy desicomedyvibes comedydrama desicomedyclub indianhumor,Relationships,Follow for more!,medium,kaggle_instagram,desilaughter oldschoolcomedy desicomedyvibes comedydrama desicomedyclub indianhumor,0,1,1,2
jeanblack viral photographer viralvideos fyp cat tech style lifestyle mamiya,Casual,Instagram,Gen Z,jeanblack viral photographer viralvideos fyp cat tech style lifestyle mamiya film lomography asmr,Photography,Follow for more!,medium,kaggle_instagram,jeanblack viral photographer viralvideos fyp cat tech style lifestyle mamiya,0,1,1,2
homemade paneer masalapaneer indianfood,Casual,Instagram,Gen Z,homemade paneer masalapaneer indianfood,Food,Follow for more!,medium,kaggle_instagram,homemade paneer masalapaneer indianfood,0,1,1,2
rd international national ballroomgoals club community entertainment,Casual,Instagram,Gen Z,rd international national ballroomgoals club community entertainment,Dance,Follow for more!,medium,kaggle_instagram,rd international national ballroomgoals club community entertainment,0,1,1,2
seen project trust virtual image,Casual,Instagram,Gen Z,seen project trust virtual image,Wildlife,Follow for more!,medium,kaggle_instagram,seen project trust virtual image,0,1,1,2
spring release release software updates reels details support askinggirlsout,Casual,Instagram,Gen Z,spring release release software updates reels details support askinggirlsout,Relationships,Follow for more!,medium,kaggle_instagram,spring release release software updates reels details support askinggirlsout,0,1,1,2
Domestic Dream — Brand Awareness. Duration: 15 Days,Professional,Twitter,Gen Z,,Home,Learn more!,low,kaggle_ads,domestic dream brand awareness duration 15 days,3,3,1,1
Embracing acceptance of life's ups and downs.,Casual,Facebook,Millennials,#Acceptance #LifeJourney,General,Share your thoughts!,low,kaggle_sentiment,embracing acceptance life ups downs,0,0,2,1
We just closed our Series A funding round. This wouldn't have happened without the incredible team behind us.,Professional,Instagram,Entrepreneurs,#Startup #FundingAnnouncement #SeriesA #Entrepreneurship #Grateful,General,Read our journey from idea to funded startup — link in the comments.,high,manual,closed series funding round happened without incredible team behind us,3,1,0,0
"Tears fall like raindrops, mourning the end of a cherished friendship.",Casual,Facebook,Millennials,#Grief #LostFriendship,General,Share your thoughts!,low,kaggle_sentiment,tears fall like raindrops mourning end cherished friendship,0,0,2,1
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",Casual,Twitter,Millennials,#MindfulLiving #SeniorCalm,General,Share your thoughts!,low,kaggle_sentiment,exploring art meditation finding tranquility stillness mind meditationjourney tranquilmind,0,3,2,1
support integration using linux apache,Casual,Instagram,Gen Z,support integration using linux apache,Technology,Follow for more!,medium,kaggle_instagram,support integration using linux apache,0,1,1,2
birds birdlovers birdcommunity birdbreeds birdinspo birdgoals birdphotography birdpets cockatiel lovebirds,Casual,Instagram,Gen Z,birds birdlovers birdcommunity birdbreeds birdinspo birdgoals birdphotography birdpets cockatiel lovebirds,Animals,Follow for more!,medium,kaggle_instagram,birds birdlovers birdcommunity birdbreeds birdinspo birdgoals birdphotography birdpets cockatiel lovebirds,0,1,1,2
crude oil,Casual,Instagram,Gen Z,crude oil,Architecture,Follow for more!,medium,kaggle_instagram,crude oil,0,1,1,2
black comedy viral viralvideos trending youtube boys memes social technology,Casual,Instagram,Gen Z,black comedy viral viralvideos trending youtube boys memes social technology social network footage,Comedy,Follow for more!,medium,kaggle_instagram,black comedy viral viralvideos trending youtube boys memes social technology,0,1,1,2
additional pack contains games sharing new digital engine,Casual,Instagram,Gen Z,additional pack contains games sharing new digital engine,Gaming,Follow for more!,medium,kaggle_instagram,additional pack contains games sharing new digital engine,0,1,1,2
madhugiri karnataka karnatakaworld karnatakafocus hill fort,Casual,Instagram,Gen Z,madhugiri karnataka karnatakaworld karnatakafocus hill fort,Travel,Follow for more!,medium,kaggle_instagram,madhugiri karnataka karnatakaworld karnatakafocus hill fort,0,1,1,2
Furnish Fine — Increase Sales. Duration: 15 Days,Professional,Twitter,Millennials,,Home,Learn more!,low,kaggle_ads,furnish fine increase sales duration 15 days,3,3,2,1
lordshiva shivabhakti shivaparvati mahadev bholenath shivshakti shivatemples omnamahshivaya shivalingam shivatandava,Casual,Instagram,Gen Z,lordshiva shivabhakti shivaparvati mahadev bholenath shivshakti shivatemples omnamahshivaya shivalingam shivatandava,Spirituality,Follow for more!,medium,kaggle_instagram,lordshiva shivabhakti shivaparvati mahadev bholenath shivshakti shivatemples omnamahshivaya shivalingam shivatandava,0,1,1,2
ibm big data big data enterprise data,Casual,Instagram,Gen Z,ibm big data big data enterprise data,Technology,Follow for more!,medium,kaggle_instagram,ibm big data big data enterprise data,0,1,1,2
tara rao rai king tara dev,Casual,Instagram,Gen Z,tara rao rai king tara dev,Dance,Follow for more!,medium,kaggle_instagram,tara rao rai king tara dev,0,1,1,2
Nobody prepared me for this 😭,Casual,Instagram,Gen Z,#Funny #Comedy #TikTokHumour,Engagement,Watch and Laugh,high,image_metadata,nobody prepared,0,1,1,0
healthydiet diettips lowcalorie healthyeating healthyfood caloriedeficit,Casual,Instagram,Gen Z,healthydiet diettips lowcalorie healthyeating healthyfood caloriedeficit,Healthcare,Follow for more!,medium,kaggle_instagram,healthydiet diettips lowcalorie healthyeating healthyfood caloriedeficit,0,1,1,2
jazzmusic support website see various members official website,Casual,Instagram,Gen Z,jazzmusic support website see various members official website,Music,Follow for more!,medium,kaggle_instagram,jazzmusic support website see various members official website,0,1,1,2
instagramreels link web fast flex,Casual,Instagram,Gen Z,instagramreels link web fast flex,Fitness,Follow for more!,medium,kaggle_instagram,instagramreels link web fast flex,0,1,1,2
Giga Geeks — Brand Awareness. Duration: 60 Days,Professional,Pinterest,Professionals,,Technology,Learn more!,low,kaggle_ads,giga geeks brand awareness duration 60 days,3,2,4,1
rizzmamie joke comedy businesses plain pun murphy fight punch cheap,Casual,Instagram,Gen Z,rizzmamie joke comedy businesses plain pun murphy fight punch cheap menu white order restaurant food drink green food ginger cockamamie happy fun meme men,Comedy,Follow for more!,medium,kaggle_instagram,rizzmamie joke comedy businesses plain pun murphy fight punch cheap,0,1,1,2
reactionvideo reaction comedy funnyreaction fyp foryou content publicspeaking men women,Casual,Instagram,Gen Z,reactionvideo reaction comedy funnyreaction fyp foryou content publicspeaking men women,Comedy,Follow for more!,medium,kaggle_instagram,reactionvideo reaction comedy funnyreaction fyp foryou content publicspeaking men women,0,1,1,2
Bistro Bliss — Brand Awareness. Duration: 15 Days,Professional,Instagram,Gen Z,,Food,Learn more!,low,kaggle_ads,bistro bliss brand awareness duration 15 days,3,1,1,1
Cyber Circuit — Product Launch. Duration: 30 Days,Professional,Pinterest,Professionals,,Technology,Learn more!,low,kaggle_ads,cyber circuit product launch duration 30 days,3,2,4,1
trending instagram explorepage,Casual,Instagram,Gen Z,trending instagram explorepage,Trends,Follow for more!,medium,kaggle_instagram,trending instagram explorepage,0,1,1,2
